iter	Quantile:alpha=0.95
0	0.06663746815
1	0.06546016537
2	0.06427669131
3	0.06311152096
4	0.06207334568
5	0.06100699915
6	0.05997266638
7	0.05901407812
8	0.05805229332
9	0.05714673548
10	0.05631561621
11	0.05548229754
12	0.05462403401
13	0.05383982479
14	0.05307304955
15	0.05235773563
16	0.05163216249
17	0.0508315661
18	0.05008357522
19	0.04939773602
20	0.04879493334
21	0.04822720287
22	0.04763049069
23	0.04699921839
24	0.04639880385
25	0.04584751699
26	0.04532702639
27	0.04476860515
28	0.04426086922
29	0.04376198442
30	0.04325728753
31	0.04277215024
32	0.04232628943
33	0.04181448116
34	0.0413430323
35	0.04086552578
36	0.0404532031
37	0.04002705925
38	0.03961039224
39	0.03920725054
40	0.03878328642
41	0.03835597501
42	0.03797125587
43	0.03758385422
44	0.03722434057
45	0.03689801591
46	0.03662514309
47	0.03629916396
48	0.03603118355
49	0.03571262495
50	0.03536402697
51	0.03510897575
52	0.03480285586
53	0.0345441117
54	0.03423564624
55	0.03396944575
56	0.033681915
57	0.03338597565
58	0.03308992721
59	0.03281948114
60	0.0325498508
61	0.03228171234
62	0.03207948374
63	0.03181852334
64	0.03160758733
65	0.03139788277
66	0.03114933318
67	0.03087953061
68	0.03066005504
69	0.03041229896
70	0.03017752232
71	0.0299560048
72	0.02975301171
73	0.02953313398
74	0.02928203082
75	0.02910160754
76	0.02884964898
77	0.02859799645
78	0.02836891216
79	0.02812283625
80	0.02793358879
81	0.02774437449
82	0.02755464336
83	0.02733453908
84	0.0271349955
85	0.02693098643
86	0.02669980638
87	0.0264946451
88	0.02629215927
89	0.02615396189
90	0.02599148791
91	0.02576087288
92	0.02556660425
93	0.02536578766
94	0.02519396466
95	0.02503899134
96	0.02485199091
97	0.02470637199
98	0.02455736045
99	0.02437817316
100	0.02423217389
101	0.02406534309
102	0.02391597077
103	0.02377994261
104	0.02364703343
105	0.02353574642
106	0.02341195561
107	0.02325608973
108	0.02311246332
109	0.02298144479
110	0.02284117009
111	0.02272395342
112	0.02261294871
113	0.02251174409
114	0.02238346387
115	0.02225905653
116	0.02214678476
117	0.02202621136
118	0.02191378557
119	0.02180037958
120	0.02169292373
121	0.02160913933
122	0.02151101882
123	0.0214153316
124	0.0213082358
125	0.02121465155
126	0.02113104085
127	0.0210483268
128	0.02095532033
129	0.02086963981
130	0.02078185048
131	0.02069712826
132	0.02062136428
133	0.02053873815
134	0.02045809691
135	0.02038616706
136	0.0203072079
137	0.02023092811
138	0.02015791379
139	0.02007443957
140	0.02001452561
141	0.01994266536
142	0.01988698201
143	0.01983004542
144	0.01976154922
145	0.01969439793
146	0.01963022272
147	0.01955511063
148	0.0194985398
149	0.01942807863
150	0.01936875434
151	0.01930350873
152	0.01925006176
153	0.01919075671
154	0.01913604053
155	0.01907681979
156	0.01902661972
157	0.01896858712
158	0.01891575038
159	0.01886028267
160	0.0188101874
161	0.01876130102
162	0.01870104059
163	0.01863819979
164	0.01859543174
165	0.01854540169
166	0.01849083266
167	0.01844269364
168	0.01839855628
169	0.0183472036
170	0.0183103957
171	0.01827310485
172	0.01823842059
173	0.01818804784
174	0.01815360697
175	0.01811136025
176	0.01807168843
177	0.01804058363
178	0.01800861665
179	0.01797382272
180	0.01793694263
181	0.01790432971
182	0.01786663983
183	0.01783354418
184	0.01779563799
185	0.01775812507
186	0.01772349502
187	0.01768824127
188	0.01766366738
189	0.01763551916
190	0.01760366007
191	0.01757402699
192	0.01754421168
193	0.01750303067
194	0.01747983676
195	0.01745012285
196	0.0174194092
197	0.01738530298
198	0.01736188015
199	0.01733601046
200	0.01731338037
201	0.0172830254
202	0.0172546214
203	0.01722352535
204	0.01719970789
205	0.01717598953
206	0.01714490484
207	0.01712013424
208	0.01709172007
209	0.01706482935
210	0.01703905468
211	0.01701715477
212	0.01699876928
213	0.01696963449
214	0.01694063139
215	0.01691846774
216	0.01689579903
217	0.01687291869
218	0.01685135201
219	0.01682684828
220	0.01680950576
221	0.01678128398
222	0.01676205559
223	0.01674294379
224	0.01672815607
225	0.01670854768
226	0.01668630205
227	0.01666613168
228	0.01665335739
229	0.0166337881
230	0.01661464003
231	0.01659636591
232	0.0165813894
233	0.01656226736
234	0.01654539642
235	0.01652284982
236	0.01650763607
237	0.01649404114
238	0.01647236939
239	0.01645830606
240	0.0164387025
241	0.01642577057
242	0.01640983985
243	0.01639505496
244	0.01638267019
245	0.016369109
246	0.01635212171
247	0.0163399302
248	0.01632520771
249	0.01631346727
250	0.01630025877
251	0.01628692668
252	0.01627351877
253	0.01625896901
254	0.01624735829
255	0.0162363428
256	0.01622214026
257	0.01620833299
258	0.01619565342
259	0.0161847717
260	0.01617076595
261	0.01615934714
262	0.01613811488
263	0.01612630841
264	0.0161177026
265	0.01610767402
266	0.01609295262
267	0.01608013331
268	0.01606504613
269	0.01605240534
270	0.01604317612
271	0.01603257678
272	0.01601567531
273	0.01600720221
274	0.0159933996
275	0.01597873074
276	0.01596232954
277	0.01595177907
278	0.01593466381
279	0.01592062566
280	0.01590637402
281	0.01589391974
282	0.01587944571
283	0.01586700886
284	0.01585808772
285	0.01584946958
286	0.01583987741
287	0.01582994852
288	0.01581774473
289	0.01580975099
290	0.01579850912
291	0.01578776094
292	0.01577903633
293	0.01576826415
294	0.01575515539
295	0.01574579261
296	0.01573467332
297	0.01572531808
298	0.01571678223
299	0.01570730762
300	0.01569972204
301	0.01568687754
302	0.01567682909
303	0.01566656518
304	0.0156554296
305	0.01564917477
306	0.01563908241
307	0.01562811801
308	0.01561788621
309	0.01561012583
310	0.01559757483
311	0.01558692145
312	0.01557812623
313	0.01557017631
314	0.01556200898
315	0.01554968971
316	0.01553887379
317	0.01552533526
318	0.01551539953
319	0.01550759549
320	0.01549855312
321	0.01548989637
322	0.01548205746
323	0.01546943674
324	0.01545909529
325	0.0154501502
326	0.01544322803
327	0.01543691742
328	0.01542755151
329	0.01541914199
330	0.01541213564
331	0.01540545751
332	0.01539753749
333	0.01539122791
334	0.01538507042
335	0.01537296539
336	0.01536459118
337	0.01535712797
338	0.0153478466
339	0.01534006501
340	0.01532891699
341	0.01532305002
342	0.01531572977
343	0.01530825594
344	0.01529876292
345	0.01529271767
346	0.01528772384
347	0.01527862073
348	0.01527075587
349	0.01526582123
350	0.01525989402
351	0.01525301837
352	0.01524604132
353	0.01524024997
354	0.01522915093
355	0.01522119409
356	0.0152120216
357	0.01520362143
358	0.0151981391
359	0.01519352829
360	0.01518706627
361	0.01518105289
362	0.01517113103
363	0.01516354223
364	0.01515710064
365	0.01514645069
366	0.0151383689
367	0.01512895494
368	0.01512325306
369	0.01511700454
370	0.01511169178
371	0.01510610382
372	0.01510130405
373	0.01509491925
374	0.01508932589
375	0.01508021451
376	0.01507465936
377	0.01506862934
378	0.01505822541
379	0.01505123872
380	0.01504389595
381	0.01503482703
382	0.01503039675
383	0.01502427065
384	0.01501780146
385	0.01501167477
386	0.01500524268
387	0.01499796325
388	0.01499420889
389	0.01498575413
390	0.01497864245
391	0.01497252412
392	0.01496611708
393	0.01495826566
394	0.01494981539
395	0.01494575261
396	0.01493996583
397	0.01493521963
398	0.01492846975
399	0.01492255253
400	0.01491744025
401	0.01491051923
402	0.01490199594
403	0.0148971879
404	0.01489184648
405	0.01488559172
406	0.01487811298
407	0.01487387162
408	0.01486499358
409	0.01486227017
410	0.01485932612
411	0.01485194926
412	0.01484540132
413	0.01484001238
414	0.01483383245
415	0.01482609943
416	0.01482162699
417	0.01481784863
418	0.01481016138
419	0.01480381687
420	0.01480040391
421	0.01479368355
422	0.01479113873
423	0.01478605126
424	0.01477905867
425	0.01477278379
426	0.01476562692
427	0.01475757298
428	0.01475303279
429	0.01474899406
430	0.01474150747
431	0.01473756795
432	0.01473230413
433	0.01472771785
434	0.01472196444
435	0.01471399681
436	0.01470910053
437	0.01470487029
438	0.01469842379
439	0.01469373972
440	0.01468895052
441	0.01468278139
442	0.01467633604
443	0.01466825904
444	0.01466229268
445	0.01465723751
446	0.01464990018
447	0.01464406355
448	0.01463651471
449	0.01463367097
450	0.01462800896
451	0.01462182093
452	0.01461324974
453	0.01460823085
454	0.01460311284
455	0.01459862899
456	0.01459441847
457	0.01459108153
458	0.01458516799
459	0.01458166941
460	0.0145776754
461	0.01457051039
462	0.01456813046
463	0.01456249079
464	0.01455863244
465	0.01455317756
466	0.01454647655
467	0.01454167282
468	0.01453773126
469	0.01453435729
470	0.01452988641
471	0.01452444135
472	0.01452083806
473	0.01451444554
474	0.01451083904
475	0.01450593004
476	0.01450295124
477	0.01450051833
478	0.01449607328
479	0.01449059065
480	0.01448603179
481	0.01448073706
482	0.01447342526
483	0.01446774006
484	0.01446318048
485	0.01445998204
486	0.01445486704
487	0.01445153316
488	0.01444638569
489	0.01444284491
490	0.0144376972
491	0.01443541585
492	0.01443184334
493	0.01442735627
494	0.01442184356
495	0.01441739751
496	0.01441482763
497	0.01441053003
498	0.01440481253
499	0.01439929125
500	0.01439603521
501	0.01439161256
502	0.01438524605
503	0.01438020752
504	0.01437490518
505	0.01437077458
506	0.01436690301
507	0.01436364314
508	0.01436001798
509	0.01435517004
510	0.01435076304
511	0.01434742868
512	0.01434191812
513	0.01433633109
514	0.01433071175
515	0.01432695996
516	0.01432176027
517	0.01431838772
518	0.01431472872
519	0.0143103985
520	0.0143052918
521	0.01429950208
522	0.01429532732
523	0.0142919732
524	0.01428831298
525	0.01428428172
526	0.01428047018
527	0.01427412973
528	0.01427213335
529	0.01426840428
530	0.0142641863
531	0.01425964359
532	0.01425494436
533	0.01425061894
534	0.01424678687
535	0.01424310161
536	0.01423898958
537	0.01423551162
538	0.01422922811
539	0.01422490822
540	0.01422131419
541	0.01421630004
542	0.01421162378
543	0.01420738008
544	0.01420426832
545	0.01419965456
546	0.01419662976
547	0.01419424314
548	0.01419200361
549	0.01418988385
550	0.01418503348
551	0.01418264845
552	0.01417772868
553	0.01417478311
554	0.01417126975
555	0.01416602102
556	0.01416219648
557	0.01415763397
558	0.01415414268
559	0.01414953289
560	0.01414717137
561	0.01414168844
562	0.01413536423
563	0.0141302893
564	0.01412697907
565	0.01412520682
566	0.014120992
567	0.01411635182
568	0.01411416282
569	0.01410988714
570	0.01410708265
571	0.01410309112
572	0.01409776258
573	0.01409289625
574	0.01409082377
575	0.01408815909
576	0.01408590216
577	0.01408333632
578	0.01407867659
579	0.01407443343
580	0.01407002988
581	0.01406627652
582	0.01406336615
583	0.01406002866
584	0.01405685811
585	0.0140522157
586	0.01404749984
587	0.01404181379
588	0.01403765154
589	0.01403467109
590	0.01403145065
591	0.0140274217
592	0.01402329627
593	0.01401981202
594	0.0140172097
595	0.01401296123
596	0.01400896175
597	0.01400580215
598	0.01400261479
599	0.01399886275
600	0.01399495643
601	0.01399250661
602	0.01398704542
603	0.01398307452
604	0.01398043225
605	0.0139782007
606	0.01397528181
607	0.01397057032
608	0.01396703055
609	0.01396396332
610	0.01396008737
611	0.01395767298
612	0.01395345755
613	0.01395003506
614	0.0139456982
615	0.01394050436
616	0.01393789026
617	0.01393397154
618	0.01393122009
619	0.013927331
620	0.01392410075
621	0.0139200297
622	0.01391617845
623	0.01391409687
624	0.01391175532
625	0.01390810613
626	0.01390624681
627	0.01390421157
628	0.01390173775
629	0.01389741687
630	0.01389394082
631	0.01389134029
632	0.01388785667
633	0.01388552923
634	0.01388149156
635	0.01387895726
636	0.01387595566
637	0.01387252706
638	0.01386940062
639	0.01386542382
640	0.01386241821
641	0.01386086578
642	0.01385835339
643	0.01385569285
644	0.01385412904
645	0.01385061349
646	0.01384761379
647	0.01384380871
648	0.01384170534
649	0.01383904872
650	0.01383445239
651	0.01383055982
652	0.01382706954
653	0.0138236689
654	0.01382081212
655	0.01381770471
656	0.01381494156
657	0.01381234402
658	0.0138099157
659	0.01380703115
660	0.01380417348
661	0.01380056471
662	0.01379788914
663	0.01379531705
664	0.01379219105
665	0.01378988369
666	0.01378605926
667	0.01378409698
668	0.01378162299
669	0.01377882693
670	0.01377584618
671	0.01377334344
672	0.01376974726
673	0.01376783322
674	0.0137644683
675	0.01376170183
676	0.01375910351
677	0.01375626308
678	0.0137525794
679	0.01375012891
680	0.01374785938
681	0.01374360497
682	0.01374088753
683	0.01373848826
684	0.01373558304
685	0.01373182309
686	0.013728609
687	0.01372637097
688	0.01372432101
689	0.01372173375
690	0.0137185374
691	0.0137156654
692	0.01371392697
693	0.01371239269
694	0.01370935407
695	0.01370568884
696	0.01370227454
697	0.01369953898
698	0.0136971129
699	0.01369491472
700	0.01369263113
701	0.01368965172
702	0.01368722897
703	0.01368391388
704	0.01368163544
705	0.01367844635
706	0.01367660589
707	0.01367459128
708	0.01367216351
709	0.01366967714
710	0.01366747601
711	0.01366482956
712	0.01366372329
713	0.0136620948
714	0.01365836449
715	0.01365555253
716	0.01365199607
717	0.01364890802
718	0.0136459338
719	0.01364420572
720	0.01364226594
721	0.01363933579
722	0.01363688887
723	0.01363487155
724	0.01363307094
725	0.01362903252
726	0.01362644255
727	0.01362378985
728	0.01362152137
729	0.013619709
730	0.01361815453
731	0.01361481942
732	0.01361112031
733	0.01360858872
734	0.01360554737
735	0.01360358299
736	0.01360062183
737	0.01359802542
738	0.01359423759
739	0.01359052261
740	0.01358945123
741	0.01358556816
742	0.01358356257
743	0.01358042509
744	0.01357729864
745	0.01357515037
746	0.01357287396
747	0.01357083139
748	0.01356730758
749	0.0135642391
750	0.01356213515
751	0.01356064199
752	0.0135589555
753	0.01355570948
754	0.01355276562
755	0.01355055441
756	0.01354831188
757	0.01354565529
758	0.01354375561
759	0.01354162545
760	0.01353915443
761	0.01353664888
762	0.01353328623
763	0.01352896283
764	0.01352712921
765	0.01352517513
766	0.01352106628
767	0.01351784985
768	0.01351472014
769	0.01351263518
770	0.013510228
771	0.01350759338
772	0.01350526472
773	0.01350389593
774	0.01350187215
775	0.01349930417
776	0.01349831086
777	0.01349616445
778	0.01349267507
779	0.01349071374
780	0.01348857827
781	0.01348568281
782	0.01348286531
783	0.01348048794
784	0.01347756513
785	0.01347570611
786	0.01347458667
787	0.01347199785
788	0.01346916114
789	0.01346668779
790	0.01346395542
791	0.01346152715
792	0.01345866475
793	0.01345660036
794	0.0134548811
795	0.01345291519
796	0.0134512031
797	0.01344856978
798	0.0134459814
799	0.01344338375
800	0.01344231642
801	0.01343977745
802	0.01343763689
803	0.01343590549
804	0.01343453311
805	0.01343198681
806	0.01343010053
807	0.0134275953
808	0.01342592399
809	0.0134240412
810	0.01342227411
811	0.01342058371
812	0.01341647504
813	0.0134139049
814	0.01341189106
815	0.01340939708
816	0.01340680132
817	0.01340397574
818	0.01340140516
819	0.01339846697
820	0.01339532228
821	0.01339249001
822	0.01339085553
823	0.01338861678
824	0.0133867435
825	0.01338405488
826	0.01338258399
827	0.0133794335
828	0.01337766271
829	0.01337514278
830	0.0133732463
831	0.01337177206
832	0.01337001875
833	0.01336755179
834	0.01336523937
835	0.01336313365
836	0.0133608311
837	0.01335867279
838	0.01335674348
839	0.01335472014
840	0.01335331357
841	0.01335105833
842	0.01334941972
843	0.01334741602
844	0.01334558653
845	0.01334294592
846	0.01334127248
847	0.01333846679
848	0.01333690942
849	0.01333424899
850	0.01333328641
851	0.01333079562
852	0.0133299004
853	0.01332920174
854	0.01332783837
855	0.01332559775
856	0.01332377157
857	0.01332116096
858	0.01331837617
859	0.01331568281
860	0.01331392838
861	0.01331274826
862	0.01330975879
863	0.01330835904
864	0.01330777852
865	0.01330632624
866	0.01330264156
867	0.01330077366
868	0.01329833248
869	0.01329615747
870	0.01329527129
871	0.01329294166
872	0.0132908623
873	0.01328839866
874	0.01328660867
875	0.0132846529
876	0.01328324922
877	0.01328128081
878	0.01327988741
879	0.0132784857
880	0.01327743767
881	0.013275932
882	0.01327426349
883	0.01327265539
884	0.01327150467
885	0.01326946403
886	0.01326850594
887	0.01326765822
888	0.01326589647
889	0.01326433313
890	0.01326224051
891	0.01326048266
892	0.01325952992
893	0.01325832214
894	0.01325711341
895	0.01325630937
896	0.01325600369
897	0.01325502877
898	0.01325326207
899	0.01325180991
900	0.01325014433
901	0.01324882042
902	0.01324809369
903	0.01324576837
904	0.01324465639
905	0.01324261413
906	0.01324131228
907	0.01323990101
908	0.01323922432
909	0.0132380335
910	0.01323622527
911	0.0132346314
912	0.01323382643
913	0.01323253042
914	0.01323167165
915	0.01323046998
916	0.01322887041
917	0.01322818124
918	0.01322623728
919	0.01322500531
920	0.01322348916
921	0.01322280673
922	0.0132207673
923	0.01321965019
924	0.01321877877
925	0.01321749265
926	0.0132164571
927	0.0132150787
928	0.01321433817
929	0.01321351938
930	0.01321230754
931	0.01321147446
932	0.01321076676
933	0.01320959961
934	0.01320866569
935	0.01320816978
936	0.01320698213
937	0.01320610585
938	0.01320554192
939	0.01320449309
940	0.01320279971
941	0.01320261827
942	0.01320235013
943	0.01320164221
944	0.01320007865
945	0.01319990858
946	0.01319829042
947	0.01319723561
948	0.01319587574
949	0.01319507497
950	0.0131938615
951	0.01319297383
952	0.01319198309
953	0.01319091126
954	0.01319007867
955	0.0131897372
956	0.01318798065
957	0.01318724993
958	0.01318631953
959	0.01318551929
960	0.01318437974
961	0.01318432646
962	0.01318358576
963	0.01318157811
964	0.01318052163
965	0.01317932415
966	0.01317792821
967	0.01317708154
968	0.0131765747
969	0.01317470422
970	0.0131738373
971	0.0131724622
972	0.01317100471
973	0.01317000169
974	0.01316871298
975	0.01316829625
976	0.01316823228
977	0.01316759575
978	0.01316658138
979	0.01316652046
980	0.01316527348
981	0.01316450819
982	0.01316365681
983	0.01316275333
984	0.01316181323
985	0.01316158115
986	0.01316056442
987	0.0131602781
988	0.01315995381
989	0.01315897278
990	0.01315789348
991	0.01315725628
992	0.01315577944
993	0.01315513539
994	0.01315420761
